ID,Name,Nationality,Date Of Birth,Height,Position,Appearances,Wins,Losses,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Goals,Assists,Passes,Passes per match,Accurate long balls,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Big Chances Created,Crosses,Cross accuracy %,Through balls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Club
19873,James Olayinka,England,05/10/2000,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
19877,Harry Clarke,England,02/03/2001,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
19880,Tyreece John-Jules,England,14/02/2001,183cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
19888,Jacob Ramsey,England,28/05/2001 (20),,Midfielder,32,12,15,,,,,,,,,,,0,,2,0,22,1,0,365,11.41,20,24,58%,,9,8,10,5,,59,67,88,13,9,18,0,22,23%,1,2,0,1,0,0,0.03,0,0,22,3,14%,0,Aston Villa
19893,Michael Tait,England,29/01/2001,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
19894,Mungo Bridge,England,12/09/2000,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
19909,Kamil Grabara,Poland,08/01/1999,195cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19911,Arijanet Muric,Kosovo,07/11/1998,198cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19922,Felix Nmecha,England,10/10/2000,188cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
19923,Iker Pozo,Spain,06/08/2000,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
19925,Ellis Simms,England,05/01/2001 (20),,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,Everton
19926,Olivier Ntcham,France,09/02/1996,180cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
19927,Nathanael Ogbeta,England,28/04/2001,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
19928,Taylor Richards,England,04/12/2000 (20),180cm,Midfielder,1,0,1,,,,,,,,,,,0,,0,0,0,0,0,17,17,2,0,0%,,1,0,0,0,,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,1,0,1%,0,Brighton and Hove Albion
19929,Ian Poveda-Ocampo,England,09/02/2000,165cm,Forward,14,4,6,,,,,,,,,,,,,0,0,5,0,0,111,7.93,,5,,,2,1,2,0,,,,,,,,3,9,,,2,0,0,0,0,14,0,0,5,3,60%,0,
19951,Lewis Cass,England,27/02/2000,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
19962,Thomas Allan,England,23/09/1999,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
19963,Jack Young,England,21/10/2000,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
19967,Kelland Watts,England,03/11/1999,,Defender,1,0,1,,,,,,,,,0,1,0,0,0,0,0,0,0,3,3,0,1,1%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
19968,Lewis Gibson,England,19/07/2000,185cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
19970,Max Aarons,England,04/01/2000 (21),178cm,Defender,47,5,34,,,,,,,,,7,97,0,1,10,0,36,0,1,"1,661",35.34,53,65,63%,0,9,45,96,40,3,234,223,235,62,28,72,9,91,24%,3,4,0,0,0,0,,,,,,,,Norwich City
19999,Jamal Balogun,England,18/01/2000,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
20005,James Hillson,England,14/01/2001,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20027,Saul Shotton,England,10/11/2000,184cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
20048,Josh Maja,Nigeria,27/12/1998,180cm,Forward,15,3,8,,,,,,,,,,,,,0,0,8,3,0,180,12,,7,,,4,4,1,0,,,,,,,,0,0,,,2,0,3,0,0,0.2,1,0,21,8,38%,3,
20051,Nathan Trott,England,21/11/1998,184cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20053,Ajibola Alese,England,17/01/2001 (20),,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,West Ham United
20055,Emmanuel Longelo,England,27/12/2000,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
20064,Jeremy Ngakia,England,07/09/2000 (21),,Defender,12,3,8,,,,,,,,,0,14,0,0,0,0,9,0,0,260,21.67,13,28,46%,0,0,11,29,12,0,40,61,67,17,12,22,0,19,11%,1,1,0,0,0,0,,,,,,,,Watford
20079,Taylor Perry,England,15/07/2001,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
20081,Ryan Giles,England,26/01/2000,179cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
20088,Prince Oniangué,Congo,04/11/1988,188cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
20095,Aiden O'Neill,Australia,04/07/1998,178cm,Midfielder,3,1,2,,,,,,,,,,,0,,0,0,1,0,0,51,17,2,2,50%,,1,0,1,1,,5,3,6,0,1,1,0,1,1%,0,0,0,0,0,0,3,0,0,1,0,1%,0,
20097,Pablo Marí,Spain,31/08/1993 (28),193cm,Defender,14,7,5,,,,,,,,,5,12,0,0,3,0,11,0,0,821,58.64,30,22,59%,0,1,13,48,27,0,55,64,45,3,36,28,1,0,0%,0,0,0,0,0,0,,,,,,,,Arsenal
20101,Rekeem Harper,England,08/03/2000,188cm,Midfielder,3,1,2,,,,,,,,,,,0,,0,0,1,0,0,22,7.33,2,1,100%,,0,1,0,0,,4,4,2,2,1,0,0,0,0%,0,0,0,0,0,0,3,0,0,1,1,100%,0,
20109,Jannik Vestergaard,Denmark,03/08/1992 (29),199cm,Defender,79,28,35,,,,,,,,,14,109,1,0,9,1,48,4,0,"3,694",46.76,223,132,63%,1,8,107,415,238,0,376,466,263,23,276,147,3,7,29%,3,1,4,0,0,2,,,,,,,,Leicester City
20113,Kristoffer Ajer,Norway,17/04/1998 (23),196cm,Defender,7,2,2,,,,,,,,,2,6,0,0,1,0,2,0,0,177,25.29,9,8,50%,0,2,7,23,9,1,24,37,22,4,15,11,0,5,20%,1,0,0,0,0,0,,,,,,,,Brentford
20171,Rúben Vinagre,Portugal,09/04/1999,174cm,Defender,35,14,11,,,,,,,,,2,22,0,0,2,0,21,0,0,608,17.37,16,44,61%,0,2,27,32,15,0,111,112,123,35,17,30,3,86,21%,1,1,0,0,0,0,,,,,,,,
20178,Neeskens Kebano,DR Congo,10/03/1992,170cm,Midfielder,12,0,11,,,,,,,,,,,0,,0,0,3,0,0,65,5.42,0,3,33%,,3,0,3,2,,15,16,18,7,4,7,0,9,11%,0,1,0,0,0,1,12,0,0,7,0,7%,0,
20179,Paul Gladon,Netherlands,18/03/1992,188cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
20180,Achraf Lazaar,Morocco,22/01/1992,184cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
20183,Leon Balogun,Nigeria,28/06/1988,190cm,Defender,8,3,4,,,,,,,,,0,10,1,0,2,0,5,1,0,216,27,15,12,50%,0,0,17,32,16,0,27,27,19,0,13,10,0,0,0%,0,1,0,1,0,0,,,,,,,,
20187,Jean-Philippe Gbamin,Cote D’Ivoire,25/09/1995 (26),186cm,Midfielder,5,1,1,,,,,,,,,,,0,,0,0,2,0,0,95,19,2,6,67%,,0,2,6,4,,12,15,15,2,4,2,0,0,0%,0,0,0,0,0,0,5,0,0,0,0,0%,0,Everton
20196,Yoshinori Muto,Japan,15/07/1992,178cm,Forward,25,3,16,,,,,,,,,,,,,1,0,15,1,0,145,5.8,,11,,,1,5,3,2,,,,,,,,0,5,,,5,0,0,1,0,0.04,0,0,7,3,43%,2,
20224,Davinson Sánchez,Colombia,12/06/1996 (25),187cm,Defender,106,57,27,,,,,,,,,30,105,2,2,11,1,98,1,1,"6,075",57.31,297,168,57%,4,9,119,479,234,0,507,485,389,19,248,202,1,5,20%,0,1,1,0,0,0,,,,,,,,Tottenham Hotspur
20277,Jonny,Spain,03/03/1994 (27),175cm,Defender,75,29,21,,,,,,,,,15,78,2,0,10,0,64,3,3,"2,344",31.25,55,181,57%,0,18,122,89,39,0,354,397,410,65,79,104,3,109,17%,2,7,0,3,0,1,,,,,,,,Wolverhampton Wanderers
20337,Hwang Hee-Chan,South Korea,26/01/1996 (25),177cm,Forward,8,5,2,,,,,,,,,,,,,0,0,12,4,0,199,24.88,,8,,,3,3,4,3,,,,,,,,1,2,,,3,0,2,2,0,0.5,0,0,7,4,57%,1,Wolverhampton Wanderers
20383,Olarenwaju Kayode,Nigeria,08/05/1993,176cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
20479,Wilfred Ndidi,Nigeria,16/12/1996 (24),183cm,Midfielder,153,67,54,,,,,,,,,,,1,,28,2,251,7,9,"7,843",51.26,335,597,62%,,46,327,362,189,,"1,301","1,288","1,056",124,468,378,6,33,3%,17,5,1,4,2,5,0.05,0,0,172,25,15%,4,Leicester City
20486,Leandro Trossard,Belgium,04/12/1994 (26),171cm,Forward,77,18,29,,,,,,,,,,,,,3,0,50,13,9,"2,093",27.18,,72,,,33,38,10,4,,,,,,,,11,177,,,15,0,10,3,8,0.17,1,0,130,47,36%,13,Brighton and Hove Albion
20489,Leon Bailey,Jamaica,09/08/1997 (24),178cm,Forward,6,1,5,,,,,,,,,,,,,1,0,2,1,2,70,11.67,,9,,,2,0,0,0,,,,,,,,0,20,,,1,0,0,1,0,0.17,0,0,9,4,44%,0,Aston Villa
20490,Mbwana Samatta,Tanzania,23/12/1992,183cm,Forward,14,2,8,,,,,,,,,,,,,1,0,9,1,0,172,12.29,,6,,,5,1,6,2,,,,,,,,1,3,,,8,1,0,0,0,0.07,0,0,17,3,18%,3,
20494,Mouez Hassen,Tunisia,05/03/1995,186cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20499,Malang Sarr,France,23/01/1999 (22),182cm,Defender,1,1,0,,,,,,,,,1,0,0,0,0,0,0,0,0,66,66,1,3,67%,0,0,5,10,5,0,10,5,4,0,2,3,0,0,0%,0,0,0,0,0,0,,,,,,,,Chelsea
20503,Maxime Le Marchand,France,11/10/1989,185cm,Defender,28,7,19,,,,,,,,,3,54,1,0,7,0,31,0,1,"1,471",52.54,99,58,66%,0,3,54,125,50,0,173,135,112,10,59,48,1,17,24%,1,3,0,0,0,0,,,,,,,,
20517,Saïd Benrahma,Algeria,10/08/1995 (26),172cm,Forward,41,23,11,,,,,,,,,,,,,0,0,17,4,9,822,20.05,,37,,,20,10,7,0,,,,,,,,7,74,,,4,1,3,0,0,0.1,0,0,64,21,33%,3,West Ham United
20538,Badou Ndiaye,Senegal,27/10/1990,180cm,Midfielder,13,1,6,,,,,,,,,,,0,,5,0,24,2,1,337,25.92,20,53,53%,,6,13,17,7,,85,101,81,17,10,10,0,4,25%,1,2,0,2,0,0,0.15,0,0,19,6,32%,1,
20559,Alisson,Brazil,02/10/1992 (29),191cm,Goalkeeper,110,76,12,241,1,52,44,15,71,573,613,49,88,7,1,2,1,2,1,1,"3,172",28.84,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
20607,Joelinton,Brazil,14/08/1996 (25),186cm,Forward,79,20,34,,,,,,,,,,,,,12,0,66,6,5,"1,597",20.22,,76,,,22,28,57,38,,,,,,,,7,24,,,27,0,4,2,1,0.08,1,0,104,40,38%,13,Newcastle United
20646,Isaac Mbenza,Belgium,08/03/1996,187cm,Forward,22,2,14,,,,,,,,,,,,,1,0,8,1,1,232,10.55,,10,,,7,5,4,1,,,,,,,,2,34,,,5,0,1,0,0,0.05,0,0,16,5,31%,0,
20701,Emmanuel Dennis,Nigeria,15/11/1997 (24),175cm,Forward,10,3,6,,,,,,,,,,,,,5,0,26,3,3,161,16.1,,20,,,6,4,1,0,,,,,,,,2,9,,,2,1,2,0,0,0.3,0,0,19,9,47%,0,Watford
20708,Didier Ndong,Gabon,17/06/1994,179cm,Midfielder,31,6,20,,,,,,,,,,,1,,5,0,37,1,0,"1,008",32.52,57,82,74%,,3,50,36,22,,209,154,164,22,22,39,1,38,18%,5,4,0,0,1,0,0.03,0,0,16,5,31%,1,
20722,Sam Dalby,England,07/12/1999,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
20723,Steven Alzate,Colombia,08/09/1998 (23),180cm,Midfielder,36,9,15,,,,,,,,,,,,,3,0,39,1,0,"1,091",30.31,,52,,,10,22,21,16,,,,,,,,1,11,,,4,0,1,0,0,0.03,0,0,20,5,25%,1,Brighton and Hove Albion
20742,Pau López,Spain,13/12/1994,189cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20745,Romain Saïss,Morocco,26/03/1990 (31),190cm,Midfielder,90,36,33,,,,,,,,,,,1,,22,1,111,8,1,"4,390",48.78,341,142,68%,,9,152,344,193,,453,487,350,23,278,172,5,37,19%,1,3,5,1,2,2,0.09,0,0,69,28,41%,10,Wolverhampton Wanderers
20750,Hakim Ziyech,Morocco,19/03/1993 (28),180cm,Midfielder,27,14,5,,,,,,,,,,,0,,4,0,23,2,3,745,27.59,29,18,61%,,19,12,5,0,,77,67,102,22,8,20,6,72,17%,8,7,0,0,2,2,0.07,0,0,46,16,35%,2,Chelsea
20787,Max Taylor,England,10/01/2000,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
20789,Jonathan Benteke,Belgium,28/04/1995,186cm,Forward,1,1,0,,,,,,,,,,,,,0,0,0,0,0,4,4,,0,,,0,0,1,1,,,,,,,,0,0,,,0,0,0,0,0,1,0,0,1,1,100%,0,
20810,Kai Havertz,Germany,11/06/1999 (22),188cm,Midfielder,37,17,10,,,,,,,,,,,1,,2,0,38,6,3,982,26.54,14,23,48%,,14,6,36,29,,97,109,166,24,40,50,2,13,15%,3,11,2,0,4,0,0.16,0,0,52,21,40%,13,Chelsea
20857,Gerónimo Rulli,Argentina,20/05/1992,189cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20858,Tahith Chong,Netherlands,04/12/1999,185cm,Midfielder,5,3,1,,,,,,,,,,,0,,0,0,2,0,0,29,5.8,0,0,0%,,1,0,1,0,,2,5,7,2,0,2,0,0,0%,0,0,0,0,0,0,5,0,0,3,1,33%,1,
20869,Ollie Harfield,England,09/01/1998,178cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
20870,Keelan O'Connell,England,30/11/1999,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
20874,Jean-Philippe Mateta,France,28/06/1997 (24),192cm,Forward,9,1,6,,,,,,,,,,,,,0,0,5,1,0,56,6.22,,2,,,1,0,2,1,,,,,,,,0,1,,,5,0,1,0,0,0.11,0,0,4,2,50%,0,Crystal Palace
20879,Yasin Ben El-Mhanni,England,26/10/1995,178cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
20929,Ben Wilmot,England,04/11/1999,188cm,Defender,2,1,1,,,,,,,,,0,2,0,0,0,0,0,0,0,9,4.5,3,0,0%,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
20941,Rayhaan Tulloch,England,20/01/2001,178cm,Midfielder,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
20946,Elias Sorensen,Denmark,18/09/1999,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
20958,Moise Kean,Italy,28/02/2000,183cm,Forward,32,9,13,,,,,,,,,,,,,1,0,28,2,2,132,4.12,,6,,,5,5,1,1,,,,,,,,5,14,,,4,0,2,0,0,0.06,0,0,31,13,42%,4,
20961,Thomas McGill,England,25/03/2000 (21),,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton and Hove Albion
21189,Ibrahim Meite,England,29/07/1996,188cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
21297,Mads Roerslev,Denmark,24/06/1999 (22),184cm,Defender,3,1,2,,,,,,,,,0,1,0,0,0,0,0,0,0,12,4,1,4,75%,0,0,2,2,1,0,3,6,3,0,1,0,0,4,25%,0,0,0,0,0,0,,,,,,,,Brentford
21317,Ellery Balcombe,England,15/10/1999,190cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21379,Jamie Soule,England,26/11/2000,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
21385,Regan Slater,England,11/09/1999,173cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21413,Oliver Skipp,England,16/09/2000 (21),175cm,Midfielder,26,16,5,,,,,,,,,,,0,,5,0,17,0,0,699,26.88,18,34,56%,,1,9,10,6,,61,66,55,4,16,11,0,1,1%,1,0,0,0,0,0,26,0,0,2,0,2%,0,Tottenham Hotspur
21422,Bernardo Rosa,Brazil,20/09/2000,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21468,Andrew Eleftheriou,England,08/11/1997,172cm,Defender,1,0,1,,,,,,,,,0,2,0,0,0,0,0,0,0,14,14,0,2,50%,0,0,2,0,0,0,3,2,1,0,0,0,0,1,1%,0,0,0,0,0,0,,,,,,,,
21495,Romain Perraud,France,22/09/1997 (24),173cm,Defender,6,1,1,,,,,,,,,2,6,0,0,0,0,6,0,0,108,18,1,11,64%,0,0,6,9,3,0,12,20,17,1,4,7,0,19,11%,0,0,0,0,0,0,,,,,,,,Southampton
21506,Jonathan De Bie,Belgium,28/05/2000,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21518,Finn Azaz,England,07/09/2000,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21532,Michael Obafemi,Ireland,06/07/2000,169cm,Forward,32,12,14,,,,,,,,,,,,,2,0,14,4,3,168,5.25,,9,,,7,7,0,0,,,,,,,,3,4,,,4,0,3,1,0,0.12,0,0,20,8,40%,4,
21584,Eberechi Eze,England,29/06/1998 (23),,Midfielder,34,12,16,,,,,,,,,,,1,,3,0,18,4,6,"1,088",32,25,27,52%,,11,24,7,2,,178,175,153,64,12,29,5,86,27%,1,1,0,3,1,2,0.12,0,1,37,13,35%,1,Crystal Palace
21585,Lloyd Kelly,England,06/10/1998,178cm,Defender,8,2,5,,,,,,,,,1,15,1,0,2,0,7,0,0,201,25.12,10,7,43%,0,1,6,15,5,0,42,22,31,2,11,20,0,6,17%,0,0,0,0,0,0,,,,,,,,
21611,Lovre Kalinic,Croatia,03/04/1990,201cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21612,William Troost-Ekong,Nigeria,01/09/1993 (28),191cm,Defender,10,3,6,,,,,,,,,0,18,0,0,2,0,6,0,0,457,45.7,55,9,56%,2,0,4,59,27,0,43,25,18,1,13,10,0,0,0%,0,1,0,0,0,0,,,,,,,,Watford
21614,Sander Berge,Norway,14/02/1998,195cm,Midfielder,29,6,19,,,,,,,,,,,0,,4,0,32,2,2,804,27.72,28,38,58%,,4,14,31,18,,124,133,111,35,52,31,3,45,9%,0,3,0,2,0,0,0.07,1,0,15,4,27%,1,
21627,Cohen Bramall,England,02/04/1996,178cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
21628,Jordan Davies,Wales,18/08/1998,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21653,Aaron Connolly,Ireland,28/01/2000 (21),,Forward,43,11,19,,,,,,,,,,,,,0,0,22,5,2,243,5.65,,13,,,17,0,4,3,,,,,,,,1,11,,,22,0,5,0,0,0.12,0,0,62,23,37%,11,Brighton and Hove Albion
21677,Collin Quaner,Germany,18/06/1991,191cm,Forward,28,7,14,,,,,,,,,,,,,4,0,16,0,4,439,15.68,,22,,,4,11,13,2,,,,,,,,3,22,,,4,0,0,0,0,28,0,0,16,4,25%,1,
21691,Shaun Hobson,England,29/06/1998,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
21702,Elliot Watt,Scotland,11/03/2000,175cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21730,Molla Wagué,Mali,21/02/1991,191cm,Defender,6,2,3,,,,,,,,,0,8,0,0,0,0,5,1,0,145,24.17,13,5,60%,0,0,9,30,18,0,17,22,14,0,16,6,0,1,100%,0,0,0,1,0,0,,,,,,,,
21731,Kamil Grosicki,Poland,08/06/1988,180cm,Midfielder,18,5,9,,,,,,,,,,,0,,1,0,13,0,5,291,16.17,3,6,83%,,5,10,7,3,,42,23,70,13,1,13,6,89,19%,0,6,0,0,0,1,18,0,0,27,7,26%,1,
21733,Wesley Boyle,Northern Ireland,30/03/1979,178cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21734,Peter Hawkins,England,18/09/1978,183cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
